"gene","nodescore"
"SMUG1",1
"TUBA1B",1
"EEF1AKMT3",0.941569903524387
"KBTBD4",0.583960268401443
"SARDH",0.881339663418929
"DBH",0.477853401159378
"ATPAF1",0.429703786768339
"STIL",1
"HJURP",1
"IL13RA2",0.495590739174596
"COL10A1",1
"AMD1",0.310032692747349
"NDUFAF4",0.407046929675274
"USP45",0.383278721508418
"PLP1",0.3708924442261
"MORF4L2",1
"RAB9B",0.913629983996272
"NRK",0.561366401827336
"FAM199X",0.360523925948335
"RAB9A",0.398703036830586
"METTL8",0.617087814289919
"TTC21B",0.737283171064084
"NMI",0.817216755706124
"TNFAIP6",0.710651310901188
"ACVR1C",1
"BAZ2B",1
"SLC36A1",0.839407955333881
"LPGAT1",0.69651530781211
"BATF3",0.277773772541598
"G0S2",1
"KCNJ2",1
"RAP2C",1
"EXOSC9",0.884042213292521
"PLA2G12A",0.518753178549896
"B9D2",0.918895332066557
"COQ8B",1
"PFKFB2",0.818549855266187
"C4BPA",0.629932404367408
"C4BPB",0.18466284329827
"ZNF137P",0.292762821176339
"RAB38",0.724979966544752
"GPR83",0.371304986653249
"AGO2",0.529700104279613
"MXD4",0.405621357727444
"PMS2P5",0.678350606795255
"CKS2",1
"ACSL3",0.469410727392898
"CHPF",1
"DNPEP",1
"INHA",1
"MOGAT1",1
"OBSL1",0.399922288067868
"FAM124B",1
"SLC12A4",1
"ENKD1",0.404720204335896
"GCNT7",0.453132157394305
"HMGB1P1",0.827320061801667
"FAM210B",0.605627173728415
"PI3",0.491783358353997
"FAM209A",0.209366670350188
"SNX21",1
"SLPI",0.271066741750307
"WFDC3",0.988493049212285
"TTPAL",0.775464193155586
"PREX1",0.992761227136045
"KCNS1",0.715525206914298
"SLC12A5",1
"ARHGAP40",0.467415301773527
"SDC4",0.548003697908462
"NCOA3",0.700074283656228
"PIGT",1
"MATN4",0.170408014317116
"NCOA5",1
"VAPB",0.437591473494233
"PARD6B",1
"ATP5F1E",0.988493049212285
"CHD6",0.256732383992119
"PLCG1",0.272319404452471
"TOX2",0.459088725306102
"SRSF6",0.508496293715904
"GDAP1L1",0.827048760184374
"GTSF1L",0.928176691644761
"ARFGEF2",0.672041325554559
"ZNFX1",0.703146814516687
"ZNF831",0.376217142136544
"EDN3",1
"CSE1L",1
"RAB22A",0.952540757219002
"PTGIS",1
"STAU1",1
"CDH26",0.349791564536375
"SNAI1",0.3157170540948
"MOCS3",1
"STX16",0.3681628279108
"PPP4R1L",1
"PMEPA1",0.399213628320291
"RNF114",1
"DDX27",1
"C20orf85",0.926248979444238
"BCAS4",1
"KCNK15",1
"TP53TG5",0.561188114494956
"PCK1",1
"ZBP1",1
"NEURL2",0.692083540700178
"MTRR",0.660632510159518
"FASTKD3",1
"PEPD",0.74893717490417
"CHST8",0.916334021980777
"IQSEC2",0.953965940910621
"XG",1
"STAMBP",0.893086324324546
"NAGK",1
"MCEE",0.237421601693313
"PAIP2B",0.860147519245545
"SNRNP27",0.3289340852738
"MPHOSPH10",1
"IL17C",1
"ATP8A1",0.748178625942301
"USP22",0.109107199669119
"POF1B",0.365494697995678
"HIF3A",1
"ZNF576",0.759412057741856
"ZNF45",0.440731310847527
"LYPD3",0.992761227136045
"NDP",0.864476040841016
"USP9X",0.396296426617326
"CRISP2",0.511501912471177
"F13A1",1
"GRM4",1
"TRERF1",1
"PACSIN1",1
"BTN2A2",0.670198139012075
"SIRT5",0.43645023233087
"MRS2",0.917634917684755
"WRNIP1",1
"RRP36",1
"BTN2A3P",0.878319840811933
"BTN1A1",0.33132695487578
"SNRPC",1
"SERPINB6",0.299315252102003
"XPO5",1
"ABCC10",0.975667392527557
"HIST1H1D",1
"PEX6",0.632888747875334
"NQO2",0.335540026296352
"AL365205.1",0.607450602428143
"OARD1",0.491937912024185
"UNC5CL",0.926694966491381
"AARS2",0.917681263470954
"ZNF391",1
"RPS10",0.356800318472173
"MOCS1",1
"HIST1H2BJ",1
"MED20",1
"OR2B6",1
"TBCC",1
"SPDEF",1
"TCP11",0.543785208022536
"MAD2L1BP",1
"APOBEC2",0.329036220942511
"KLHDC3",0.627689790984135
"GNMT",0.672678285664031
"DNAH8",1
"TREM1",0.947113626708663
"MEA1",1
"KLHL31",1
"COL21A1",0.575934796807081
"CDKN1A",0.594226386836138
"SOX4",1
"GLO1",1
"CPNE5",0.716528779055733
"KCNK17",0.279947680146795
"RREB1",0.292819258236286
"SSR1",0.924796932180195
"RIOK1",0.683663469534693
"NRN1",1
"SLC35B3",0.799424607772964
"RPP40",1
"ATXN1",0.504759869075749
"NUP153",0.420885950688239
"DEK",0.639050671779284
"EEF1E1",1
"CRISP1",0.844321836007763
"RUNX2",1
"LRRFIP1",0.759170486939182
"RAB17",1
"CXCL6",0.450054058347344
"EREG",0.370338155514228
"MYRF",0.558212785094251
"SCGB1D2",0.617853030059643
"SCGB2A1",0.577495220800356
"AHNAK",1
"EMC3",0.281959254281762
"SSUH2",0.351007563633577
"WNT1",0.537699707557207
"SH3TC1",0.871199170578243
"CNOT1",0.283120284730901
"LRRC29",0.394009534541195
"BBS2",1
"MT1G",0.781864080734416
"MT2A",0.219854606556719
"C16orf70",0.888475394546902
"GOT2",1
"DOK4",0.36051339949624
"GPR18",0.972041212998318
"CLYBL",1
"TMTC4",1
"RAP2A",0.326856705550943
"ABCC4",0.660587059917515
"EFNB2",0.800104874161751
"SOX21",0.433584087047284
"TM9SF2",0.81973878962563
"C17orf53",1
"KIF25",1
"IRF1",0.992761227136045
"UPF3B",0.895929498698239
"RNF113A",1
"SEPT6",0.791515578154871
"TMEM255A",1
"NDUFA1",0.957931602948593
"DMAC2L",0.881981752004025
"BMP4",0.376727384479619
"PTGER2",0.254868845368201
"FAM193A",0.476662185977174
"GRK4",0.252887792630176
"SOX9",0.329006304312533
"TEKT3",0.552430595282983
"MYH2",0.694455957190663
"HS3ST3B1",0.676567100102696
"SLC25A35",0.958831590245194
"MRPS7",1
"GGA3",0.583362093331185
"ARMC7",1
"NUP85",1
"SLC25A19",1
"MIF4GD",0.985449308111322
"NT5C",0.817286458082869
"MSTO1",0.838493670311337
"C1orf61",0.462562321027635
"TTF1",0.354917355077921
"GTF3C4",0.783364587085446
"DDX31",1
"PPP1R12C",0.428966522674557
"MBOAT7",1
"SRMS",1
"OPRL1",0.870220425232866
"SLC2A4RG",1
"FNDC11",0.981137310269461
"PPDPF",1
"IL1B",0.645783979134218
"CHCHD5",1
"PAX8",0.345510071777469
"INSIG2",0.394938967137494
"POLR1B",0.919771561313299
"CCDC93",1
"PSD4",1
"SLC25A23",0.321733060132788
"PSPN",0.630471076068861
"GTF2F1",0.827745905019963
"ALKBH7",0.872165374201822
"CLPP",1
"TNFSF9",0.351410116315021
"GRIA3",0.31621521257896
"THOC2",0.785283583308391
"MED1",0.76258150100946
"RPL23",0.221519452265309
"ATG4C",0.660241862166691
"CD70",0.148300100684585
"C3",1
"SH2D3A",0.752228656823938
"TRIP10",0.906294983522891
"GPR108",0.354449140437284
"TNFSF14",0.295337278766965
"FOSB",1
"OPA3",0.53241087366475
"SNRPD2",1
"RTN2",0.655058407542905
"EML2",1
"VASP",1
"SYMPK",1
"GPCPD1",0.867962296686286
"SDCBP2",0.716558823499761
"PANK2",0.629676771448676
"TGM3",1
"GNRH2",0.556050302657726
"FAM182A",0.43882416138087
"CD93",1
"GZF1",0.888106809953808
"PAX1",1
"NAPB",0.593932247217161
"CENPB",1
"PSMF1",0.862191378435599
"NKX2-2",1
"DTD1",0.542892511026766
"CSTL1",0.992761227136045
"RBCK1",1
"TMX4",0.786603043307609
"STK35",1
"SNRPB",1
"NRSN2",1
"AP5S1",1
"RRBP1",1
"BMP2",1
"ZNF133",0.536534823500657
"FLRT3",0.422781559472255
"OVOL2",1
"PCSK2",0.772535270433811
"MKKS",0.474197300579681
"BFSP1",0.708596992664173
"DSTN",0.396316901539289
"LAMP5",1
"SNRPB2",1
"MGME1",0.872962956343522
"LRRN4",0.760114451408784
"TBC1D20",0.320522585842986
"ITPA",1
"TCF15",1
"OTOR",1
"MCM8",1
"TMEM74B",0.771659956358082
"FAM110A",1
"MRPS26",1
"S1PR4",0.63987473976483
"NCLN",1
"CITED1",1
"HNRNPR",1
"ZNF436",0.964511583603746
"MAX",0.802638034494292
"ARMCX5",0.25480637918653
"GDF5",0.436267785948157
"MMP24",0.679801552047999
"NECAB3",1
"ID1",1
"RALY",1
"DYNLRB1",1
"EIF2S2",1
"ERGIC3",1
"ROMO1",1
"BPIFB9P",0.567961592572121
"BPIFB1",1
"CEP250",1
"PLAGL2",0.972041212998318
"MMP24OS",0.446297307098622
"GRPR",0.720700497611708
"KDM5C",1
"AMOT",0.630241160501936
"TMEM115",0.758666321861145
"PSMB2",1
"AGO3",0.890462380966441
"UROD",0.581325995752088
"ST3GAL3",1
"TMEM53",0.277184184770119
"HECTD3",0.591767085664412
"KLC1",0.322415284202728
"XRCC3",0.907789264301535
"TUBGCP3",0.245398581446153
"MCF2L",0.512422869649739
"F10",1
"PCID2",0.346628627113893
"PROZ",1
"SLURP1",0.93480720548028
"LRFN3",1
"IGFLR1",1
"CAPNS1",0.709987903574852
"PDCD2L",1
"RBM42",1
"KIRREL2",0.926694966491381
"UBA2",0.541240399300875
"FFAR2",0.73392639016908
"HCST",0.495363469343385
"COX6B1",1
"KRT36",0.901913684786317
"THRA",1
"CCR7",1
"NR1D1",0.795655115163268
"FRMD8",1
"PRDX5",0.876389672775009
"BCL2L12",1
"IRF3",1
"PRMT1",1
"RRAS",1
"PRRG2",1
"SCAF1",1
"PRR12",1
"TSKS",1
"FLRT1",0.710643266863541
"ASL",1
"SBDS",1
"CSN1S1",0.260325961550288
"STAT5A",1
"WNK4",0.817379715034613
"BECN1",0.57416469424308
"PRKCG",0.789847109055594
"TRAP1",1
"GLIS2",1
"NSRP1",0.393880527193718
"DNAJC8",0.0897549648872103
"AHDC1",0.646897899947927
"IFI6",1
"DACH2",0.298883379264048
"ZNF384",0.469772511290571
"EMG1",0.9518903948112
"UXT",0.518005165923874
"CFP",1
"ELK1",1
"TIMM17B",1
"PCNX4",0.153260814503965
"ATG14",0.992761227136045
"KTN1",0.332558760698543
"SIX1",0.878061259159966
"RHOJ",1
"DLGAP5",1
"L3HYPDH",1
"HSPA2",0.912999136700337
"ZBTB1",0.790893414642041
"TRMT5",0.631830433603192
"SGPP1",0.498549959991414
"PLEKHG3",0.515162907817579
"PZP",0.650184378097492
"RHOT1",0.31382919264324
"EVI2A",0.796069663445301
"OMG",0.554083486263322
"WDR60",0.27274727711893
"AIF1L",0.801219803954907
"FAM78A",0.738178525206166
"NUP214",0.373073772331944
"CTAG2",0.481979852217346
"AVPR2",1
"SLC10A3",0.828092836748873
"MAP2K2",1
"HNRNPH2",0.691922258746438
"ARMCX1",0.594562648732433
"TMEM35A",1
"NXF5",0.663997424492966
"TIMM8A",1
"ZC4H2",0.612782443774569
"CANX",0.84108687278007
"INTS11",0.955597780439821
"RGS13",0.465333925421963
"IPPK",1
"ZNF484",0.137262652787477
"OMD",0.777255416917704
"FGD3",1
"HIVEP3",0.246382496802616
"PPCS",0.969940252982293
"EDN2",1
"BCL11B",0.464361897457685
"COX7C",0.699606756343273
"TRAF2",1
"ABHD8",1
"MASP1",1
"ATP13A4",0.71846940918357
"HRASLS",0.870701255458261
"HELB",0.605865564620832
"RAP1B",0.533316002592647
"TSPAN8",0.493387176104826
"BEST3",0.679065849754164
"RAB3IP",1
"PTPRB",1
"DYRK2",0.945278245708634
"YEATS4",1
"TAS2R3",0.225582440355967
"TAS2R4",0.571996073138437
"TAS2R5",0.759364712460354
"CRYGN",0.883533498088498
"LRRC61",1
"TRPV5",0.293096069223302
"IDUA",0.875273801793621
"FGFRL1",0.735006839441074
"TMEM175",0.646249346018567
"AUNIP",1
"PIN1",1
"FBXL12",0.516781740709777
"EMC1",0.59963935671621
"PLA2G5",1
"UBR4",0.478917369385215
"HP1BP3",0.635651978402522
"ADGRE2",0.378286790910759
"SIN3B",0.184878814428586
"SLC35E1",1
"EPS15L1",1
"KLF2",1
"OR7C1",0.953965940910621
"F2RL3",0.738826417018815
"UQCR11",0.940590771510573
"GFER",1
"SYNGR3",1
"PKMYT1",1
"WFIKKN1",1
"WDR24",1
"FBXL16",1
"CHTF18",1
"GNG13",1
"TUBBP1",0.948525248643768
"MACF1",0.581044791249702
"SMARCA4",1
"KDM4B",1
"TICAM1",0.975667392527557
"METTL25",0.695163336921785
"IL17B",1
"EMC6",1
"METTL16",0.692753794426792
"TUBA4A",0.72704572454655
"VIL1",1
"AAMP",0.981137310269461
"PNKD",1
"TNFRSF19",0.550498568880813
"RNF6",0.482290850290189
"ECHS1",0.721599291665865
"ZNF835",0.564011870090766
"AKAP9",0.548657400797211
"GNG11",1
"SEM1",1
"GNGT1",0.951517409701049
"HIP1",0.412709226810354
"PTPN12",0.521168876236662
"POR",0.939179202409875
"FGL2",1
"STYXL1",1
"STEAP4",0.583706701013599
"GNAI1",1
"PMS2P3",0.601348154236778
"PEX1",0.438106656401909
"MTERF1",0.654193893702214
"SGCE",1
"RBM48",0.52206612588886
"CASD1",0.680860230290783
"ZNF780B",0.566041359377854
"LRFN1",1
"ZFP36",1
"SRD5A3",1
"SPINK2",0.244778275248325
"RASL11B",1
"PAICS",1
"KDR",1
"PPAT",1
"TUBGCP6",0.619136538552751
"ADM2",1
"DGCR6L",0.988493049212285
"DGCR8",0.667648869726408
"ASPHD2",1
"VPREB3",0.873929110989707
"SDF2L1",1
"GAL3ST1",0.846702221788878
"YWHAH",1
"RFPL2",0.935037061001353
"C22orf24",0.469534980462615
"POM121L9P",0.521649653313425
"GNAZ",0.93181396720389
"MGAT3",1
"ADORA2A",1
"ATF4",0.11910714228038
"A4GALT",0.357725079612885
"CDC42EP1",0.278567270980512
"APOL3",0.889428089338013
"MCHR1",0.648856931059925
"TPST2",0.635118449267855
"BAIAP2L2",0.935848278814567
"MPST",0.370441679779242
"TST",0.3119343089974
"IGLL1",0.672694919927349
"APOL2",0.883611450977411
"RAC2",0.981137310269461
"LIF",0.675867201392212
"C22orf23",1
"APOBEC3A",0.912100524639192
"APOBEC3F",0.52318888632095
"RIBC2",1
"KRT17",0.946468449316277
"TBC1D27P",0.662250619112959
"EMC4",0.790575018772163
"RNF112",0.985449308111322
"SPECC1",0.713733775813719
"CPA4",0.791507353109483
"DOCK4",0.897429774434344
"POT1",0.800086370402203
"ATP6V1F",1
"LSM8",1
"CDHR3",0.551556172877433
"PRKRIP1",1
"VGF",1
"PODXL",0.852983063584465
"FOXP2",1
"STRIP2",1
"IFT22",1
"MKLN1",0.793737216329272
"DNAJB9",0.321660208708676
"FLNC",1
"LRRC4",0.387262339869373
"CALU",1
"CCDC136",1
"SMO",0.418049580861587
"IRF5",1
"LRRC17",0.280476828682998
"KLHDC10",0.278705249125962
"NDUFA5",0.782529564850777
"FEZF1",0.780932197979584
"OPN1SW",0.57985903655151
"MRPS12",1
"MYO1B",0.434698964884225
"HOXD1",0.318712836555256
"HOXD3",1
"MTX2",1
"PDE11A",1
"CHN1",0.359531639847842
"GAD1",1
"EIF2S2P4",0.880985393154753
"OSGEPL1",0.441864471928125
"ORMDL1",0.484589212247753
"HAT1",1
"HOXD9",1
"HOXD10",0.985449308111322
"HOXD11",0.507239053956011
"HOXD13",0.798762264487652
"HERC2",0.773693152112677
"SNRPN",0.0420176877386313
"PSMG2",0.561279854280696
"TWSG1",0.60998400658785
"ARHGAP22",0.920986046521881
"WDFY4",0.688915390561564
"EIF2AK4",0.269804584600204
"MYO5C",0.441874038271137
"CGNL1",0.718544964415325
"TMOD2",1
"TTBK2",1
"ELL3",1
"CCDC32",0.366606197377659
"INO80",0.549665005673083
"ICE2",0.526698610969365
"DLL4",1
"ALDH1A2",1
"MINDY2",0.831136255142427
"IVD",0.367301028805797
"KNSTRN",1
"DUT",0.832491634394267
"CHAC1",1
"CLN6",1
"ARPP19",0.211779054582791
"VPS13C",0.877376360548327
"CALML4",0.457658841307077
"ISLR",0.282635402176134
"THAP10",0.672500950177765
"LOXL1",1
"ACKR4",1
"ANAPC13",0.623639525187333
"MBD4",1
"COPB1",1
"PSMA1",0.969320542401288
"SUMF2",0.837371241180015
"PALLD",0.49828668693161
"SPCS3",0.507923774612382
"BBOX1",1
"SERGEF",0.434359993764384
"KCNC1",0.830980663221771
"TPH1",0.879256714048099
"E2F8",1
"DCTD",0.341722793083072
"SOX15",0.31734124678411
"PIMREG",1
"RPAIN",0.156286728481653
"USP6",1
"SHBG",0.748851371611544
"PLD2",0.797160200933856
"CD68",0.439967990590195
"TXNDC17",1
"ATP1B2",1
"FXR2",0.602182648639562
"KIF1C",1
"MPDU1",1
"PHF20L1",0.960333863409767
"LRRC6",1
"CCNT1",0.333880883847471
"PUS7L",0.709412594524772
"KRI1",1
"ILF3",1
"SLC44A2",0.78624663881715
"AP1M2",1
"CDKN2D",1
"MTUS1",0.80859451697163
"KLK14",0.78916711294804
"SIGLEC9",0.850018933016746
"KLK10",0.350173710825762
"KLK8",0.36319086983082
"NGDN",0.722055416280428
"RIPK3",0.588618722358383
"ADCY4",1
"RAB2B",0.555817934557451
"BCL2L2",1
"AJUBA",0.465967621689718
"DTD2",0.479598711773351
"PARP2",0.800312128541644
"HEATR5A",0.305886293251599
"FOXA1",1
"SNX6",0.193005966928929
"EAPP",0.479440251199714
"EGLN3",1
"MIS18BP1",0.315314916028765
"NRL",0.686992850882005
"RNASE1",1
"NEDD8",1
"DAD1",0.967646505123945
"TEP1",0.131884035701839
"EPB41L4A",0.403411708684169
"CDO1",1
"REEP5",0.389093428929922
"ITFG1",0.316772701393621
"QRICH2",0.565345211916805
"FOXJ1",1
"SEC14L1",1
"RHBDF2",1
"AANAT",0.754927683127575
"ARHGEF6",1
"MAP7D3",1
"FGF13",0.408101221627996
"ASH2L",0.788503050165998
"TTI2",0.80620485166133
"ART1",0.864789061033114
"CHRNA10",0.794428874296329
"CDKN1C",1
"SGO1",1
"RPS4Y1",0.300643345501631
"CDH15",1
"KLF16",1
"TMEM8A",1
"DOHH",1
"MAU2",0.637131510034007
"SHC2",0.356249761219734
"PLPPR3",0.932586876124757
"ABHD17A",0.773677466160364
"LBP",0.746915071819709
"SYT5",1
"TNNI3",1
"CBFA2T3",0.576334446542234
"GAMT",0.951764694766885
"PUDP",0.795492596479898
"ERMARD",0.528760117193617
"PHF10",1
"PRRG3",1
"GALNT8",1
"KCNA5",0.694327819123783
"CRACR2A",0.363158719399902
"NXNL2",0.670977978511652
"STARD8",1
"FAM155B",1
"GDPD2",1
"SAT1",0.705713992097729
"GNL3L",0.969320542401288
"SH3BP4",0.709203046401846
"MOSPD2",0.193451535010814
"DOCK6",1
"ECSIT",0.35509031457058
"LDLR",0.568950772429682
"ELOF1",1
"ANGPTL8",1
"PRKCSH",1
"CNN1",1
"CDC16",0.263191433520262
"THEM6",1
"NECTIN2",1
"APOE",0.686350495652155
"AC011481.1",1
"APOC1",1
"GADD45G",1
"LRCH2",1
"DPP6",1
"XPO7",0.335680017074608
"ACE2",0.633020985473445
"FAM98C",1
"SAFB2",0.917079754621111
"RPL36",0.533493714555528
"ATP8B3",1
"NCAN",0.967140521716942
"KIF1A",1
"GTPBP3",1
"PLVAP",1
"BST2",1
"SLC27A1",1
"NSUN5",1
"USHBP1",1
"COLGALT1",1
"DDA1",1
"MRPL34",0.904524888040544
"AC010618.1",1
"LSM7",1
"TULP4",1
"SNX9",0.66332607319682
"RTN4IP1",0.903535460071247
"QRSL1",0.747570231069803
"C6orf203",0.623118314177908
"RSPH3",0.428654709031785
"ACSBG2",0.965748228270751
"MLLT1",0.956137350747225
"AFDN",0.442020874370249
"ACTN4",0.512881099809867
"STK33",0.615177366709113
"NDUFA10",0.533733933658809
"EPO",1
"ARPC1B",1
"CACNG6",0.665453428228538
"ZSWIM6",0.426804642811662
"FCHO1",0.792526242392849
"UNC13A",1
"MAP1S",1
"KLHDC7B",1
"SCO2",1
"PXDN",0.512826257833913
"SSBP4",1
"GDF15",1
"PGPEP1",0.309303893385866
"IQCN",1
"LSM4",1
"JUND",0.714591322533927
"HRC",1
"TRPM4",1
"SULT4A1",0.87270418099232
"ZNF557",0.629104622741338
"CRB3",1
"OLFM1",0.269466140837048
"CAMSAP1",0.388275139437218
"UBAC1",0.785811891988841
"SAG",0.892084914958977
"ZBTB46",0.224132078174369
"HELZ2",1
"SAMD10",1
"LSP1",0.190495916047669
"TNNT3",1
"TNNI2",0.214841948993305
"H19",0.215136543123621
"CYP2G1P",0.354498421010272
"COL5A1",1
"ATXN10",0.884295575953207
"TUBGCP2",0.799918390287396
"CALY",0.930803263646798
"CYP2E1",0.339167375619351
"PNPLA7",1
"PAK4",1
"MNX1",1
"ZNF337",0.205959323383521
"CEP85",1
"TAF4",1
"GATA5",0.988493049212285
"RBBP8NL",1
"LAMA5",0.615099982331276
"OSBPL2",0.79076842057475
"ADRM1",1
"ASS1",0.656451088912071
"PRDM12",1
"EXOSC2",0.913484307935991
"POMT1",0.620807070443694
"UCK1",0.356513632435498
"FIBCD1",0.910244711968926
"PRRC2B",0.487843410136477
"CHMP2A",1
"UBE2M",1
"TRIM28",1
"METTL26",1
"YIPF2",1
"ATG4D",1
"EIF2S3",0.722300718296808
"TMEM160",1
"AC008755.1",1
"NPAS1",1
"GMFG",0.65672782903685
"MAP3K10",1
"ARHGEF16",1
"LRRC47",0.720409079641071
"SESN2",0.359970441333001
"SMPDL3B",1
"ATP5IF1",1
"MED18",0.946159057408449
"THEMIS2",0.41687492336804
"CLIP1",0.537290022310235
"CCDC62",0.253564176062469
"HIP1R",0.588269211909195
"ZNF317",0.496538730751234
"PPAN",1
"EIF3G",0.222545460196219
"ANGPTL6",1
"C19orf66",0.702065587746849
"DNMT1",1
"ZNF426",0.676355696252706
"SLC6A8",0.780519004756155
"PNCK",1
"DKC1",1
"PLXNA3",1
"DUSP9",0.628144056965554
"MPP1",0.756448721539298
"ZNF331",0.992761227136045
"ZNF236",0.478881279402874
"SLC7A10",1
"LRP3",0.336262849018612
"C12orf65",0.444595931898522
"NOL11",1
"UBE4B",0.682565024307132
"CASZ1",0.942308602315746
"PKDREJ",0.942640348515432
"HSD17B3",0.491753843422216
"HABP4",1
"FBP2",0.642783757152599
"SLC35D2",0.403817855570035
"PRRG1",1
"UBA1",1
"RGN",1
"POLN",0.579274811983784
"PPIL4",0.399717667902087
"ULBP2",1
"AKAP12",1
"SYNE1",1
"ULBP3",0.45695080408952
"LATS1",0.632654090920161
"EPS8L1",1
"LILRB2",0.564801564773501
"AAR2",0.889284318368567
"TTLL9",0.88392395513964
"RBM39",0.792421966871855
"COX4I2",0.952811759594418
"ZNF341",1
"GGT7",0.436246287735948
"ACSS2",1
"EDA2R",1
"ARHGEF9",0.475775127336231
"C1QL1",0.803863489709918
"GFAP",1
"PYY",1
"HIGD1B",0.632259656493341
"ATP6V1E1",0.527574188480284
"ZNF227",0.415702887406447
"ZNF428",1
"TEX101",0.799437865007486
"ZNF141",0.459949807632372
"CCL25",0.628657191786755
"COX4I1",0.235387404154251
"EMC8",0.874892422245952
"GSE1",0.501473007125019
"GINS2",1
"CHMP1A",1
"SH3BGRL",0.843648662576303
"COX7B",0.904456072017948
"SLC34A1",0.804891359224375
"F12",1
"PRR7",1
"NFATC1",0.612980787450431
"IDO1",1
"CAP1",0.907051969950744
"PPT1",1
"RAB11FIP4",1
"RLIM",0.655832914349286
"ABCB7",0.570156305443499
"TRAF3",0.249418467043681
"HAUS8",1
"ADGRE3",0.273314779652052
"MRPS25",0.435093844802028
"SH3BP5",1
"HACL1",1
"TBC1D5",1
"CAPN7",0.498002251971698
"RFTN1",1
"C3orf20",0.665032362684051
"RBSN",0.880208049911447
"GALNT15",1
"SLC6A6",0.7537106833837
"KCNC3",0.589407000768955
"NAPSA",1
"NAPSB",0.918583593816793
"NR1H2",0.582013395570364
"LRRC4B",0.83572307929628
"PDLIM4",1
"KIF3A",0.812079668831732
"MGAT1",0.360489438218201
"GFPT2",0.671100754324497
"TUBG1",1
"PSME3",1
"RPL27",0.35536102917323
"PSMC3IP",1
"AOC3",1
"ACLY",0.842912461940828
"VPS25",1
"RAMP2",1
"AOC2",1
"NDUFA2",1
"ANKHD1",0.364835735475422
"DIAPH1",0.810488022715528
"NDFIP1",0.116588042187665
"UBE2D2",1
"EXOC4",0.32310116630604
"ACAP3",1
"C1orf159",1
"ANO1",0.753168912963389
"PPFIA1",0.785042280783582
"TMEM204",0.424157963457498
"KREMEN2",1
"THOC6",1
"TRAF7",1
"BARX1",0.94280989110727
"NINJ1",1
"CA6",0.275022066978647
"NPHP4",0.60671549307278
"MAP1B",1
"IL13RA1",0.616183093857175
"WDR44",0.414679688623097
"CKMT2",1
"ZCCHC9",0.178340176812917
"TNS4",1
"TOP2A",1
"STARD3",1
"RARA",1
"PPP1R1B",0.455201019878481
"KHDRBS3",0.29614150374353
"CHD1L",0.891383493439002
"PEX11B",1
"FMO5",0.330864822635395
"PIAS3",1
"PRKAB2",0.418241926735663
"CLUHP3",0.250107163595741
"PDHA1",0.489091532786587
"RAI2",0.775866403576881
"MCCC2",1
"ZNF304",0.230169007443785
"ZSCAN5A",0.353873956827341
"ZNF132",1
"SELENOS",1
"CHSY1",0.292050029868959
"SNRPA1",1
"KRT17P1",0.67343740193855
"LLGL1",0.406793404657734
"LIN28A",1
"THAP1",0.575106840144189
"RHPN2",0.636002281403924
"C19orf12",1
"FAAP24",1
"LRRC9",0.308909675911081
"ACTR10",0.272923688673363
"ABHD12B",0.596265681755585
"GCH1",1
"LGALS3",1
"PODNL1",0.855359820012344
"DNAJB1",0.284010795683424
"ZSWIM4",1
"FBXW9",1
"RFX1",0.952407655912879
"ZNF20",1
"C19orf57",0.76632972491996
"DCAF15",0.979491100614128
"CC2D1A",0.730191992931461
"RTBDN",1
"MATN3",1
"TRIM21",0.499360314665338
"SPATA6",0.625351196134265
"LRRC41",0.871865788876587
"CCT6B",0.520520299381437
"DHX30",1
"RAF1",0.580191270458789
"SLC6A11",0.706789286529059
"PPARG",1
"NUP210",1
"FCRLA",0.76995515731889
"HSD17B7",1
"ENOSF1",0.393624469515477
"LINC00470",0.423523733210771
"EMILIN2",1
"ARFIP2",1
"TRIM5",0.610069248313329
"CNGA4",0.471361691180916
"TRIM22",0.693507002339739
"RRP8",0.411772287338574
"TIMM10B",0.246535607294097
"EFR3A",0.988493049212285
"PTCD3",0.572309440602968
"IMMT",1
"MRPL35",1
"IQCA1",0.533321813541628
"ILKAP",0.992761227136045
"PER2",1
"RAMP1",1
"SCLY",1
"PTPRE",0.890239745178524
"RAN",1
"PRKAA1",1
"CARD6",1
"RAP1GAP2",0.300399502774099
"CLUH",0.416754410722296
"INPP5K",1
"MYBBP1A",0.499344562747454
"RPA1",0.244886781238788
"SERPINF1",1
"UBE2G1",0.387666282623026
"EEFSEC",0.892704250171622
"TBC1D14",0.712461402229246
"TMEM128",0.232740153416121
"COQ3",0.465247997936245
"PNISR",1
"POPDC3",0.258743710044047
"SEC61G",1
"LANCL2",0.56668452688776
"FIGNL1",0.876304024712529
"DDC",0.654638958720828
"GRSF1",1
"ENAM",1
"JCHAIN",1
"ANKRD17",0.224210389071147
"UTP3",0.473761993971882
"ITGB4",0.591061583249839
"WBP2",0.328650759886572
"H3F3B",0.47906155465082
"UNK",0.649806296434832
"AC087289.1",0.80859451697163
"ZRANB2",0.794923875792803
"EIF5A",1
"KDM6B",0.501145917541012
"CLEC10A",0.992761227136045
"SLC52A1",0.910025469422302
"GUCY2D",0.66866431674313
"GPS2",0.600990074714063
"XAF1",0.320073927520775
"DLG4",0.369710568738434
"RIDA",0.575383449142953
"VPS13B",0.605331120636515
"RGS22",0.39461843007891
