"gene","nodescore"
"SPRR1B",0.657823829976025
"SPRR1A",0.510236342625705
"TM2D2",0.934306090889659
"HTRA4",0.75220926870209
"PLEKHA2",0.503258591866349
"CLIC4",0.699140473916917
"SLC38A11",0.542956406215264
"GPR183",0.207066461071706
"CCDC8",1
"METTL15",0.737240437293086
"ZNF280A",0.745912546193435
"MUC15",0.767775320754662
"ZEB2",1
"GJB1",0.442268667129342
"PCBP1",0.812031835764089
"HINT1",0.802225906817957
"DTWD2",0.363463319820686
"CLIC3",1
"INO80E",1
"BNC1",0.636239592439034
"DFFB",0.653081785101159
"NFU1",0.838209207229222
"ANTXR1",0.505725163589207
"CKAP2L",1
"C15orf40",0.596639407200165
"RAMAC",1
"PROKR1",0.935910689149207
"APLF",0.853388536028027
"BOLA2B",1
"RGPD8",1
"HIC2",0.486019825956141
"LUZP1",1
"HEXD",0.697388047166896
"BCRP2",0.992761227136045
"BUB1",1
"SPNS1",1
"LRRC45",1
"CHRNA5",0.934360714264346
"CENPX",1
"AGPAT2",1
"ASPSCR1",1
"FASN",0.254578206135927
"CNBP",0.505338654549394
"MT1E",0.561724401794414
"DUS1L",1
"GPS1",1
"RFNG",0.738477799758169
"DCXR",0.959068366104091
"ZNF32",0.605045727832992
"LDB2",1
"RAC3",1
"NRG4",0.620781569800917
"LIMS1",0.527775660262234
"TMEM266",0.248793387291333
"NLGN1",1
"TAPT1",0.370293838386409
"UGP2",1
"LINGO1",1
"HNRNPF",1
"BTD",0.891042233441924
"CSGALNACT2",0.653597552667899
"TACR3",0.933465330376288
"PCDH7",0.362448417140638
"ROBO1",0.527375891914874
"AVEN",0.279859101504114
"P2RY1",0.461623623967588
"CTNND2",0.81553635871137
"TRIM56",1
"WNT10B",1
"CALML6",0.796098965636634
"REPS2",1
"MUC3A",0.850528553707863
"SYAP1",1
"ITGAM",0.577423639029992
"PYDC1",1
"TPST1",0.783501368726552
"TM4SF4",0.246145422887942
"TOR1AIP2",1
"S100G",0.86756384241575
"TM4SF1",0.431101193680304
"OTUD3",1
"OTUD7A",1
"GUSB",0.703483755839684
"BRD3",0.789359886950745
"KLF13",1
"FRMPD4",1
"ZFPM2",1
"ZNF764",1
"ZNF747",1
"ZNF768",1
"TAS1R3",1
"TMEM42",0.420230458097649
"MAP3K2",0.39082210472819
"PUSL1",1
"SF3B5",0.839651005738655
"ZNF35",0.710797198888862
"TIGD4",0.247116807427017
"IFFO2",1
"NLGN2",0.271266661500843
"MYO7B",1
"CHD3",0.678124287029817
"TMEM154",0.530106586056674
"MYRIP",1
"ALCAM",0.747487004197792
"YWHAG",0.795677961794683
"UBE2E3",0.715302351480276
"CNTROB",0.644029961568769
"TRAPPC1",0.91210468812264
"ZPLD1",1
"KCNAB3",0.397224721011226
"SERPINA9",1
"FAM153A",0.651418049325783
"GPR37L1",1
"SIMC1",0.413051919524818
"TMEM192",0.650920664240461
"AC106795.1",1
"NSG2",1
"SPDYE5",0.520628967558932
"SERPINA6",0.697825686695598
"ZNF778",0.842052750091006
"NIPA1",1
"FOXD4",1
"GPR25",0.467330926003953
"UBE2E1",0.92580610819508
"HNRNPA3",0.884159442708719
"SIK2",1
"RNF150",1
"CCDC144A",0.83767582109075
"AL512625.1",0.708146370100886
"CR848007.1",0.697032482103155
"HOXD4",0.883720155815504
"CHRNB1",0.234434939596184
"USP38",0.820583142335466
"SLC16A5",0.550643266547324
"NANP",0.789739064570021
"ANKK1",1
"ADRA1B",0.645328639470142
"ADPRM",1
"FABP6",1
"PWWP2A",0.587921304712304
"USP47",0.597638457509675
"PDCD6IP",0.180903272069038
"ZNF212",0.795329867785635
"MRAP",1
"FAM161A",0.356613129159941
"ZNF282",1
"GLB1",1
"GON7",1
"FAXDC2",1
"CRTAP",1
"HSPB2",1
"CNGB3",0.364187974947095
"SLN",0.943636045698299
"ELP5",0.121266743882413
"CMTM8",0.623082239892987
"GABARAP",0.10847989043535
"LGALS9B",1
"STX8",0.63915336354396
"CDK1",1
"UBB",0.864489450862195
"NFRKB",0.672403856372455
"FABP4",1
"FRMPD2",1
"PRDM10",0.344467980851607
"B3GNT2",0.292756508258042
"FOS",1
"TMED10",0.544636615618502
"OR2A20P",0.595032215542249
"SETMAR",0.689529973869129
"SMAD1",0.257745811593177
"CST5",1
"CST2",1
"EMX2",1
"CST1",1
"TCAF2",0.456632270212975
"SEMA3E",0.541987051418333
"LRRN2",1
"SLC30A1",0.812934088668539
"DCLK2",0.451160211608162
"ZNF804A",0.931510028106292
"GPRC5C",0.747513150978928
"TMEM182",0.384115385978599
"VSTM2A",0.875807869356197
"KRT8",1
"KRT78",0.697688613236772
"ADORA2B",0.510558074006395
"SDR9C7",0.764015658271918
"MGMT",0.59354670715982
"METTL7B",0.605336662896824
"KRT86",0.971295361319277
"HARS",0.741535504331619
"NFXL1",0.626879222400336
"KRT75",1
"DENND5B",0.988493049212285
"CD14",0.569047252282358
"DNAJC18",1
"KRT6C",0.711458316169383
"RIOX1",1
"SPATA24",0.950356062493107
"RALGAPB",0.759235444669979
"PYM1",1
"MZB1",0.905344375244292
"KRT4",0.591990362981436
"SLC23A1",1
"NPAS2",0.5383886780873
"KRT72",0.653298513415649
"KISS1",1
"LONRF2",0.657116729985237
"NUDT9",0.913503005790359
"HSD17B13",1
"PA2G4",1
"ELOVL6",0.504684949325525
"KRT83",0.61724443002659
"PFKFB3",1
"TMC7",0.404582956044253
"ARL6IP1",1
"SERPINB9",0.382376200078265
"SMAGP",0.622955353137872
"IRX1",0.988493049212285
"CDH2",1
"IRX2",0.317546628609305
"EMB",0.505811543266266
"SIX2",1
"DLGAP1",0.569665967191711
"STAT2",0.626306727159129
"NUDCD2",0.459951560647255
"IRF2BP1",1
"HSPA4",1
"FOXA3",0.921848786236007
"SLC26A5",0.577848831447608
"COMMD5",1
"SGCD",0.627717461897912
"GTSF1",0.981137310269461
"DPY19L2P2",0.566046083314545
"ZNF16",0.959557507576025
"ARMC10",1
"RNF34",1
"ACYP2",0.887861403298907
"TRABD",1
"RASA4B",0.756650349735617
"SOCS6",0.481857765837478
"CAVIN4",1
"ZNF296",1
"HOXB9",1
"TTLL6",0.530061008163346
"POLH",0.815068955611749
"SYT9",0.944862074538214
"KCNS3",1
"KIF5B",0.349198400177238
"GPR37",0.863258883153653
"AKAP13",0.881475504684441
"CDCA4",1
"SDR16C5",0.955597780439821
"DYDC1",1
"CHCHD7",0.51563507429591
"HTRA3",0.613656825373199
"FOXN2",1
"LMOD2",0.669207395305212
"BFSP2",1
"USP32",0.87160136096682
"CEL",0.674589819307531
"PPM1D",0.33648119956861
"GPR27",0.511623888373235
"AC093323.1",1
"KBTBD2",0.375005207819234
"RIOX2",0.371742173910478
"TRIAP1",0.852878659066522
"LSM3",1
"KIAA0232",0.509734773335698
"MTSS1",0.904010529162055
"TMEM43",1
"RNF139",0.842549970411876
"RPS9",0.334514494599719
"PLA2G1B",0.457584210144269
"CYTL1",1
"TSEN34",1
"TRH",1
"GSTA4",0.388164301202464
"MSANTD4",0.799281194734798
"NDUFA3",1
"OSCAR",1
"PAQR8",0.254979557700261
"NUDT6",0.512484851362111
"TPT1-AS1",1
"TANC2",1
"PKHD1",0.478241144811309
"NCBP2L",0.683028715973765
"DNAJC24",0.470520426361432
"ZNF160",0.799773005460099
"ZNF415",0.349422955896686
"CAVIN3",0.352239346544781
"CEACAM3",0.518185056015094
"DCDC1",1
"HAS2",0.827040095140961
"PDGFD",1
"PLAC1",1
"S1PR1",1
"HS6ST2",0.403199192677465
"PYGO1",0.896911930883929
"LRRC8E",0.985449308111322
"PKIA",0.319867221272201
"XKR6",0.744852715677796
"TSNARE1",0.522842985495102
"FPR2",0.357907079391917
"FPR1",0.453772111787164
"FEZ2",1
"SOX7",1
"C11orf24",1
"FAM86JP",1
"ALK",0.851624210958472
"KYAT1",0.394905385987799
"MTM1",0.363601083709073
"SIGLEC17P",0.889769017098576
"OBP2B",0.749098462663975
"TRMT61B",0.267308751692468
"INSR",0.21838911566408
"MFN1",0.630827071278871
"GIMAP8",1
"HSFX1",0.248781417437402
"NRTN",0.49107182743819
"KCNMB3",0.887595825585143
"FUT3",0.901703415347269
"KCNG3",1
"ATP6V0E2",1
"PRKCE",0.516132786717047
"JAGN1",0.703280912268195
"TADA3",1
"SOCS5",1
"C1GALT1C1",0.858443948430256
"C9orf16",1
"MORN4",0.416685001621381
"ZNF672",1
"ZNF692",1
"NAIF1",0.957507346822295
"RBKS",1
"GRIK1",0.585975765414217
"MUC7",0.651285504532261
"OPRPN",0.557143046274904
"SMR3B",0.696787852318429
"TMEM126A",0.335711789427125
"TMEM126B",0.282198073178172
"TRIM8",0.48199734676965
"NETO2",0.833746403385705
"CSN3",0.385592706525552
"CLDN20",0.210731373605604
"CDC42BPG",0.212544936330196
"SCAND1",1
"JUNB",0.908602361340609
"FAM241B",1
"TMEM37",1
"UGT2B7",0.258913769788154
"LRG1",1
"SHCBP1",1
"SOSTDC1",0.967140521716942
"NPTX1",0.561764620234257
"FAM98B",0.370727277856277
"ZNF439",0.35518094548031
"ZNF440",0.841468706456597
"GAA",1
"CANT1",1
"KCNK3",0.35203738230223
"ZDHHC16",1
"CHST11",1
"EXOSC1",1
"PGAM1",0.975667392527557
"CHD7",0.746451798328492
"ESCO2",1
"KRT19",1
"KRT15",0.946312704093697
"LURAP1",1
"CLCN5",0.71443470746963
"TPPP",1
"KCND3",0.350638843958695
"APLN",0.405638130166976
"KRT13",0.32553163033322
"KRT9",0.449516722233642
"PDE7B",1
"MRPL36",1
"ZNF581",1
"NAT1",1
"GLOD5",0.868343361426671
"KSR2",0.568005871042773
"ZNF524",0.685653015528244
"MCC",0.91814800943314
"ZBTB26",0.174445037523249
"CDK5R2",1
"DSEL",1
"POLR1C",1
"ASXL1",0.694026699974698
"DLK2",1
"ZNF562",0.49716500734469
"ZNF318",0.323244140742357
"ZNF561",1
"WIPF2",0.732741315617889
"HOPX",1
"NLRP5",0.298007039470386
"LRRC8C",1
"RSL1D1",0.42794136207854
"LRRC8D",0.791451069069343
"OR1L8",0.942584386845387
"PPID",0.662831552926284
"COL24A1",1
"ETFDH",1
"RXFP1",0.970596946390693
"LPAR3",0.476588273964902
"PTGER4",1
"TBCA",1
"NEUROD2",0.809907399547783
"MAP6",0.620281099916446
"OTP",0.965748228270751
"ECEL1",0.836641957227749
"BCL2L1",1
"FGG",0.729897525456451
"FGA",0.563422174492133
"FGB",0.677871389803301
"PLRG1",0.615458571961423
"ZNF584",0.601647850859697
"DSCAM",0.186758962578853
"DNAI2",0.696506698035734
"NMUR1",1
"CLSTN1",0.70174268292322
"CXXC5",1
"ZNF274",0.302684605520689
"PIK3CD",0.289215865788297
"PTCRA",0.947450457022362
"SLC25A33",0.687118748545471
"ENC1",1
"SPSB1",0.258419282185733
"P2RY6",1
"BPTF",0.405479924337012
"S100Z",0.297658250620985
"ZIK1",0.428030749480538
"GPR82",0.765282057196384
"NMRAL2P",0.359589860135531
"GPR34",1
"PLEKHG5",1
"ATF7IP",0.194843592389778
"LKAAEAR1",1
"RGS19",1
"TCEA2",0.90286263777681
"ANO5",0.290744177192813
"HDAC3",0.741992081044914
"SPATA46",0.517316015934756
"GPHN",0.492751341112911
"VAT1L",0.983079465599005
"TMEM51",1
"CAMTA1",0.27569444929826
"LGALS4",0.562717819782525
"LRRC34",1
"PAH",0.94797516256154
"SPATA5L1",0.688659445554132
"GATM",0.360005360768677
"SYCE1",0.664954511598214
"RASGRP4",1
"NHLH1",0.703377968419879
"SLFNL1",0.764839633788787
"BCL2",0.347157782161338
"RHNO1",1
"CTPS1",1
"KNDC1",0.84536757776527
"WDR87",0.615471538776995
"METTL18",1
"CFAP46",0.660961832586901
"COL8A2",0.754664501364225
"PWWP2B",1
"PCDHB1",0.452876016381138
"ZNF540",1
"ANGPTL7",1
"FBXL14",0.777629242103818
"EXOSC10",0.39600124164482
"ZNF570",0.331842507241745
"NINJ2",0.63817216213967
"MLLT3",0.299849074886693
"FAM90A1",0.64862606229539
"RRM2",1
"TRAPPC12",0.590455676379389
"IFNB1",1
"RPS21",0.632829272268893
"C3AR1",0.195634032140692
"MRM3",0.562951541669269
"PTEN",1
"RPS7",0.42905806741393
"PRND",0.458575075596729
"RNASEH1",0.513521258103909
"PRNP",1
"KLF17",0.854849543255299
"ADRA1D",0.327792662616104
"FRMD5",0.453689099662653
"AQP4",0.633351095708606
"MIR31HG",0.64187239923691
"CYP4F11",0.536244845976373
"TLN2",1
"LGALS9C",1
"TVP23B",0.507897385843055
"FBXW10",0.544897586334854
"ZNF217",1
"SRGAP2C",0.236599317459769
"SCG2",1
"ATPAF2",1
"CYP4F22",0.420110010720586
"PPIH",1
"DRC3",0.308310781906552
"ZNF57",0.484233456062427
"SHLD1",0.62852102880125
"JMJD1C",1
"LDHAL6B",0.526175344123365
"SYNPO",1
"ZNF556",0.632735918911746
"MAL",0.512693828665917
"ZNF554",0.355741946090024
"RAB33B",0.838841447304613
"THOP1",1
"ANKRD20A4",0.879101311001387
"GAP43",0.575911902070158
"EPHX4",0.843935029313491
"LAMB2",0.872064790202112
"USP19",0.507347472261602
"QARS",0.278085239065544
"ORMDL3",0.414032844504906
"SERF1A",0.399068702101027
"KLF11",1
"LRRC15",1
"SMN1",1
"EIF2AK3",0.937959066085046
"MOB3A",0.554631110129406
"KRCC1",0.543502532937621
"NME6",1
"CYCS",1
"CD8B",0.641560140009721
"SLFN12",0.625086022646243
"CALB2",1
"SLC9C1",0.766456807949943
"CCL11",1
"FRMD3",1
"SNTB1",0.591887308776323
"MTBP",1
"TEFM",0.719543985996785
"MRPL13",1
"MALT1",0.509122978851423
"ISG20",1
"MBOAT1",0.78339728504592
"ID4",1
"CXCR6",0.696065257978186
"CEBPB",0.122881451675867
"AZU1",0.854802142906566
"TPSAB1",0.591437525601131
"PAIP1",0.94520782246806
"CLEC7A",1
"C5orf34",1
"C1QTNF4",0.387351031587044
"SERHL",0.32826486435013
"NEGR1",0.949817178638549
"ZNF131",0.804598851999911
"MACROD2",0.220066925322815
"DPAGT1",1
"BSG",1
"HINFP",0.472423970289564
"CERS6",1
"SPTLC3",0.420367101394222
"COPRS",0.464943701704395
"TP53RK",1
"B3GALT1",1
"CLEC12A",0.393607597433656
"BPGM",0.964511583603746
"POP7",1
"ALG14",0.470565660798378
"SUCLG2",0.372121109809915
"STARD5",0.634368771137171
"CSDC2",0.717936898454149
"RCAN2",1
"IL16",0.625741865146503
"ABCG4",0.339872223095243
"GNB2",1
"CFAP53",1
"MCRIP2",1
"PDZD3",0.660448149191317
"C2CD2L",1
"ARNT2",1
"GNG12",1
"PRSS27",1
"MYOZ2",1
"SYNPO2",1
"DNAJB7",0.24583503372852
"CLP1",0.750518241071702
"TTC36",0.552565224611405
"RSPH9",0.641638031263783
"COPS9",1
"GTPBP2",1
"FGGY",0.290296617391738
"IL17D",1
"PRSS30P",0.900181908167073
"FUT9",0.267066029159728
"TCEAL1",0.697220214587002
"ZNF24",0.660858595962232
"MANEA",0.600181599383594
"RAB40A",0.624357555531793
"MAB21L4",1
"AGXT",0.422768335656533
"AFF1",1
"FIBP",1
"CARNS1",0.281363706032267
"BANP",1
"PPP1CA",1
"HCFC1",1
"CTSW",0.551913703198592
"NIPAL4",1
"MUCL1",0.372900581783993
"SNTG2",1
"PDE3A",0.897300727932633
"RASGRP1",1
"KLHL6",0.754909269099128
"CHCHD1",1
"MRPL52",1
"SMPDL3A",0.398941094301957
"RND1",1
"RAD9A",1
"EFEMP2",0.768801314648152
"OR10AD1",0.592501059651289
"AGAP5",0.475639293527911
"WASHC2C",0.728529787844372
"TMEM134",1
"ZMAT3",1
"ZFAND4",0.346008903115755
"THEMIS",0.358453106159984
"ZNF738",0.916006709073367
"SLFN11",0.8503677216819
"FAM71D",0.290861277982479
"CCL19",0.721566039219657
"CORO1B",1
"FUT10",0.872844475602926
"LRRC20",1
"MUS81",0.992761227136045
"PURG",0.706139401169412
"TMEM217",0.410273105325529
"ZNF596",0.818680294143168
"COL6A5",1
"CFL1",1
"TMCC1",0.740243466421239
"NAA16",0.700726215665126
"EFCAB12",0.889673896008515
"FAM192A",0.702659308149301
"RAB43",0.496627454525612
"AC087651.1",0.970596946390693
"CBWD1",0.821278762605961
"HOXC5",0.292481433080019
"RAB37",0.693821239721508
"DCP2",0.555823919780502
"ZBTB8OSP2",0.539909756891049
"SNX32",0.387312839606661
"RPL38",0.587148535197889
"CYP7B1",0.746934882339139
"OVOL1",1
"RARG",0.593253311863129
"CES4A",0.276108129385949
"CES3",0.452751146335916
"SSH3",0.988493049212285
"CES2",1
"PDP2",1
"SP3",0.422211635384247
"KRT2",1
"DMXL1",0.938892191551789
"METAP1D",0.732926434717613
"ZNF621",0.164539228023107
"EGFL7",0.754703348479738
"NADSYN1",0.974642120117676
"DHCR7",1
"LVRN",1
"NBEA",0.287741028992034
"RNASEH2C",0.777578420471694
"MYEOV",1
"ANKRD13D",1
"MRGPRF",1
"MYD88",1
"OXSR1",0.298809634137259
"PHF8",0.893412757355733
"LCLAT1",1
"ADH6",1
"MIR4435-2HG",1
"UNC93B3",0.36843045223277
"AC007318.1",0.539144077329552
"KAT5",0.293058106737222
"SH3RF3",0.930426176727474
"GXYLT2",0.784871159810367
"HPSE2",1
"DCAKD",0.410441834958345
"ARPP21",0.726680228964054
"TADA2B",0.509569864683227
"CCDC96",1
"GRK2",1
"RELA",0.660559584923284
"EVC2",1
"ZNF680",0.517363668419477
"HECTD4",0.311396060146064
"FAM222B",0.954590591255965
"BNC2",0.581212189961681
"DEC1",0.856209226257624
"RXFP4",0.45492131612887
"HPSE",0.839232676865321
"COQ2",1
"HSPA6",1
"TRMT112",1
"LRRN3",1
"KDM2A",0.744948876841602
"ACSM6",0.260321816134288
"ADCK5",1
"MRPL57",1
"NOC3L",0.321677658642842
"ESRRA",0.680564172692528
"RHOD",1
"ADAMTS20",1
"COMMD1",0.571113331231983
"RAPH1",0.332011453978141
"MTX1",1
"ADCY5",0.925727346565936
"PARP14",1
"CYSLTR1",0.389384420690195
"PARP15",0.427353769291285
"CKS1B",1
"ABCD2",1
"AHSA2P",0.502816319919408
"ABLIM3",1
"MAB21L3",0.280848649651955
"TUBB8P12",0.829476430872752
"MFSD4B",0.318122493372992
"VANGL1",1
"GLRX",0.66670622643835
"IQCB1",0.484517967998684
"SYT12",0.640754488161605
"GOLGB1",0.381209216018256
"C11orf86",0.801011495324395
"LIPM",1
"DMRT2",1
"ZNF483",1
"PLAC8L1",0.300717792221399
"SLC2A14",0.762417693171754
"GPR137",1
"SNCG",1
"MMRN2",1
"MZT2A",1
"TNKS",0.509356747855449
"ZNF449",0.857058490835817
"ZBTB21",1
"PPP1R3B",0.455960425729382
"FAM86B3P",0.50563721073318
"STOX2",1
"MAP3K11",0.71538991708066
"TRIB1",0.585081439486707
"CST9",0.751959656171707
"KCNK7",0.259547591832828
"C1QB",0.252445002105113
"C1QA",0.274323466776066
"NDNF",1
"OLR1",1
"GLIPR1L1",0.892282462038534
"DAG1",0.611437118196178
"INSM1",1
"DAB1",0.591744466963396
"ARV1",1
"NAA20",1
"CCDC36",1
"SAA1",1
"MICOS10",0.828949001523123
"EHBP1L1",0.450192268815606
"THAP2",0.418350003637379
"RNF26",0.475507440619258
"PPP1R14B",1
"SSSCA1",1
"AGR3",1
"SMARCC1",1
"ZNF417",0.223507394306153
"PTPRM",1
"FKBP2",0.956899621324269
"VEGFB",1
"PEAK1",1
"TNFRSF10D",1
"MST1",0.538788143264505
"TNFRSF10C",0.537248671933272
"GMPPB",1
"MOB1B",0.323258395579545
"ZNF622",1
"CSPG4",0.77931360863336
"SNX33",1
"C2orf70",0.748988267201619
"NABP1",0.631172305166518
"ADGRF3",0.967646505123945
"NLRP13",0.736332826933396
"CHD2",0.715101259144504
"XCR1",0.346651679921047
"CCDC106",1
"CCR9",0.20932777133606
"CEP83",1
"SULT1B1",0.624026801168546
"NUDT4",0.297817288201031
"PC",1
"SCAI",0.684984297604172
"NMNAT1",0.606999359020403
"LRFN4",1
"TRAPPC3L",0.528444621034066
"APOBEC4",0.922728496641356
"SLC19A1",1
"HSPB7",1
"RCE1",1
"UQCRH",0.848924617020899
"TAS1R1",0.657984098642222
"EIF1AX",0.358889442441532
"BCLAF3",0.539299488905845
"PSMD1",1
"ADGRG2",0.752592938976866
"SPATA3",0.31036939162225
"MUC13",0.965748228270751
"SUSD5",0.385117459637256
"HEG1",1
"WFIKKN2",0.516913469948918
"C11orf80",1
"TOMM20",0.703912219921039
"AP000769.1",0.680130142078482
"C1orf100",0.895142204145736
"AGFG1",0.527739320245977
"STAT5B",1
"CD7",0.879165155573834
"CNP",0.988493049212285
"JUP",1
"HAP1",1
"AC008736.1",0.656412536444303
"CCDC13-AS1",0.265787685048475
"EIF1",0.869787751559852
"ENDOV",0.679449691046891
"AC124319.1",1
"TIGD3",1
"KCNH6",1
"MARCH10",1
"PLK3",1
"NET1",0.842117380783689
"DPY19L1",0.387181288305265
"AC013489.1",0.925090713401604
"PHOSPHO1",0.380754566649707
"ZNF791",0.653824844812634
"PHC3",0.345758090290607
"GPR160",1
"CBX2",1
"SPTBN2",0.904447220787272
"GOLIM4",0.253807424445063
"RBM4B",0.926167207573674
"ATP5MD",0.697056067299962
"HOXB2",1
"C1QTNF1",1
"MARCH3",0.481246666329972
"SWSAP1",1
"SLCO4C1",0.454241073347147
"RBM4",1
"PIFO",0.546158432190941
"XXYLT1",1
"UBXN2A",0.911045051205803
"LRRC63",0.610358130334026
"TCAP",0.891116931612827
"CCS",1
"NRROS",1
"CEP19",0.695302232274083
"KLHL15",0.811528974499106
"FBXO45",1
"SPERT",0.829233778422628
"TENT5D",0.456157328874051
"GNG5",1
"FAM3C2",0.335320954832703
"SLC25A30",1
"CD34",1
"CTSF",0.421354012613322
"MSRB3",1
"LEMD3",0.312861071085808
"C16orf91",1
"TLR10",0.27246714118577
"TLR1",0.487569781221115
"TLR6",0.699222445871211
"FAM174A",0.914186394209878
"RGMB",0.539898871216631
"FAM53A",1
"NWD2",1
"CYB561D1",0.721330296479267
"GSTA3",0.826781407975496
"ZDHHC24",1
"AC020659.1",0.7728781671903
"TRMT10C",0.798762264487652
"SELP",1
"CTU2",0.900394386061967
"MGA",0.504634620994424
"C12orf66",0.806924572672424
"ARL13A",0.482233081113928
"SNX31",0.514293793513929
"PIGG",0.430035406385376
"PRPF8",0.568987756187729
"ADCY6",1
"REP15",0.516846894735675
"PITPNA",0.356266091646995
"DDX23",1
"ZNF80",0.636575292032937
"ZNHIT2",1
"ZBTB4",1
"TNK1",0.877554493014612
"ZHX3",1
"PHLDA3",0.7377536395285
"DIRC1",0.923396423591068
"SLC16A11",0.919155242925676
"SLC16A13",0.825680157057353
"GLIS1",0.49827160688338
"CHRNA9",1
"PODN",1
"STAG3L3",0.274343788867083
"SNHG11",1
"C11orf45",0.311303877215942
"EXO1",1
"RALGAPA1",0.252323462634332
"PMS2P6",0.452943101106638
"LIG4",0.561306875519994
"GTF2IRD2B",1
"ATP2A2",0.741881286275575
"ZWILCH",1
"RPL4",0.763176324161222
"SNAPC5",0.781569688859261
"STARD6",0.548510585108868
"C12orf76",0.585186218085185
"ZCCHC12",0.869487053898009
"CNTNAP2",1
"GALNTL6",0.760907837701347
"LINGO2",0.628456198728963
"BBS1",0.428818291176696
"DENND4A",0.707214852974346
"IGDCC3",0.528525637344937
"GCSAM",0.633429961405006
"ANKRD36C",0.797505764415915
"SLC26A9",0.759247963895306
"MFSD4A",0.87802599245596
"PELI3",0.450500761956727
"TTC9B",0.930136840466392
"MYO1H",1
"TMEM81",1
"MRPL11",0.848023407546239
"IL20RB",0.47375510862752
"GOLT1A",1
"AKIRIN1",0.242291297052968
"NPAS4",1
"MSL2",0.216107103158614
"ZNF497",1
"TRAM1L1",0.754927622951607
"CMKLR1",0.650050676827138
"ANGEL2",0.967646505123945
"UGT8",0.338228956977892
"KY",1
"IQCK",1
"SLCO2A1",0.229130713633819
"ZNF266",0.571111294050624
"SLC29A2",1
"BRSK2",1
"GRIK1-AS1",0.948525248643768
"B4GAT1",0.630495635854797
"TMEM167A",0.665596962480127
"LEP",1
"SH3PXD2B",0.333349511396425
"RESF1",0.167350652289883
"LARP7",0.275871932434008
"FGFBP3",0.217093213824998
"NR1D2",1
"PABPC5",0.778536492223117
"BRMS1",1
"RPL15",0.946390310779925
"FAM241A",0.667336682936107
"HRAS",1
"WDR49",0.316478473013959
"SRP72",0.950246217072408
"PCP2",1
"RIN1",0.573975316262322
"ODAPH",0.96375765524364
"THAP6",0.341047959587394
"CEP135",0.811116635208166
"FZD4",1
"CD248",1
"BTC",0.448978649083017
"PDZK1",0.488704064314785
"ADGRE1",0.864370079896163
"DENND6A",0.60161992470309
"PDE12",0.57118999422873
"GLMN",0.988493049212285
"DNAH12",0.630652849313761
"YIF1A",1
"CNIH2",1
"NLRP6",0.949817178638549
"NDUFA11",1
"RSRC1",0.840435395320595
"CATSPERD",0.382448972850853
"PQLC2L",1
"RAB1B",1
"METTL15P1",0.337637236383074
"PTDSS2",0.743793132045584
"MICOS13",0.833833472565919
"C3orf33",0.337505108687098
"SEZ6L2",1
"ASPHD1",1
"KCTD13",1
"P2RY14",1
"AMZ1",1
"GPR171",0.648752062902762
"CD164L2",0.843418079821077
"FUT1",0.261250015615386
"DHX36",0.254681957889783
"ZIC4",0.829393396971345
"AC026271.1",0.973704817946904
"FBXW8",0.688644535002659
"ZG16",0.791253869571366
"KLC2",1
"SLC22A1",0.222817018913468
"CTBP2",1
"CHST2",0.645158023644091
"ZDHHC14",0.671552155482335
"ATR",0.269585710038397
"SNHG29",0.68856747790779
"UBE2C",1
"GK5",0.311176509592595
"VCPIP1",0.908835090694516
"DES",1
"PDIK1L",1
"SPSB4",0.172387562256166
"TRAF6",0.915493226044699
"ZNF654",0.483949655585193
"TVP23C",0.368170486020792
"MRPS22",0.597055594945428
"PACS1",0.785481278722203
"WFDC5",0.565233428786317
"MARCKSL1",1
"SH3BP5L",1
"TMEM51-AS1",0.433805856818327
"YPEL2",0.492429228895385
"CADM2",0.855458286744846
"ABO",0.651036761855233
"PSMD2",1
"FAM182B",0.470254846443997
"PPM1E",1
"FAM131A",0.235175953201677
"CSRP2",0.590430469521029
"INHBC",0.435513846902761
"PARL",0.506642749895416
"DDIT3",0.533867345815468
"PCCA",1
"DCTN2",0.391556064814578
"NPPA",0.623253905636535
"ZNF408",1
"CTDSP2",1
"CKAP5",1
"ARHGAP1",0.803082012447171
"MED16",0.720765401298019
"ATG13",0.305650847523927
"C1orf127",1
"CHST1",1
"GOLGA8A",1
"VWA3A",0.778024643311132
"TP53I11",1
"CENPS",1
"DOLK",1
"PHYHD1",0.475451594313063
"CATSPER1",1
"ANKRD30BP1",1
"CCNE2",1
"PHYKPL",1
"CST6",1
"GRAMD2A",0.790414886686123
"ZNF519",0.676510335981343
"LSM1",1
"BANF1",1
"APOF",0.776781463460614
"CHRNA7",0.846183283815474
"TMEM9B",0.893104773173297
"NRIP3",0.82982851006961
"PTPN2",0.490159455932561
"SCUBE2",0.718432932930338
"EIF1AD",1
"SMAD2",0.589369335512254
"EIF3F",0.81828288006987
"ZNF25",1
"ARL10",0.946007452987898
"CLTB",0.752618899171678
"PCSK1",1
"LPL",1
"RFESD",0.339522609567348
"CCDC14",0.318952797050578
"TBC1D10C",0.893984528681904
"SART1",0.788026597934409
"PPP2R2D",0.423374287999967
"MCTP1",1
"POLD4",1
"LRRC25",0.269341669009773
"DPP10",0.612840400195509
"CLCF1",0.613923919800802
"TSGA10IP",0.791723487985185
"UBQLNL",0.376160063004153
"LIPT2",0.451054255496355
"KCNE3",0.946007452987898
"CABP4",0.54269823293678
"ALG10B",0.213498915138077
"DRAP1",1
