gene,logFC,logCPM,PValue,FDR
CDKN2B-AS1,2.1492562458,-0.0409976218,2.89213785821242E-50,3.87321037489069E-49
AC004594.1,0.70885318,-1.3361664392,0.0003338771,0.0005105581
TNFRSF13B,0.7004720573,-0.5400566945,0.0016029533,0.0023046327
RPL34P18,-0.2128590478,-2.8077359447,0.0813004642,0.0978792975
UOX,0.4305345898,-3.3873169145,0.029058628,0.0368678966
AC092979.1,4.7155045084,1.0778330648,4.17720820157963E-12,1.09117103387299E-11
RPL7AP10,-0.4806949811,-1.5964596942,0.000061813,0.000099826
AC034238.1,1.0519169965,-3.0812058646,2.58852099180273E-07,4.97683907100198E-07
RPL3P9,-0.0654526573,-2.9266021935,0.5918426438,0.625264075
TM4SF1-AS1,-0.1322555657,0.5152145733,0.4004198696,0.4363978554
L1TD1,-0.2326628735,-0.1549287649,0.1510115168,0.1756817792
LINC02067,1.3545932265,-2.993488832,1.14443496401792E-09,2.57431484365516E-09
AC087071.2,0.6623115522,-2.2311910639,4.84971138632723E-09,1.04509220682098E-08
AQP1,-2.0493207075,7.3574905977,1.02807386979642E-125,6.75740757130593E-124
AL096701.3,-0.2901410545,-2.3594514724,0.0020668535,0.0029407624
AADACP1,-1.9125396124,-2.6573876429,4.9734966838161E-25,2.53540922026051E-24
RPS6P25,0.2212516477,-1.3647836875,0.0102237926,0.0136113327
AC145285.1,-0.1350339314,-2.5007904857,0.1619569096,0.1876593081
AP001024.1,0.0136495355,-1.9220663805,0.9597150928,0.9652979328
C1QTNF9,-3.5844238512,-1.4758950056,4.05984278101199E-220,8.88778162365738E-218
LSP1P2,-0.7282751307,-2.9717498957,0.0001372981,0.0002165028
KRT8P36,1.3360013717,-1.6110686614,2.95315430345853E-17,1.02122709199599E-16
IGKV1-8,0.6599055791,1.5743120274,0.0085156527,0.0114331029
ISY1,0.3018881205,4.4053816461,5.28686356328315E-08,1.06301161609425E-07
PNMA2,-0.0183322457,2.7236599004,0.8794351405,0.8931218228
AC117382.1,0.8887941652,-3.0393152942,0.000000015,3.12479607817285E-08
AL512306.3,-0.7293269127,-1.706163075,3.50438179507327E-09,7.62014964827452E-09
LRRD1,0.0361289231,-2.8534097846,0.7487466281,0.7735671158
AL139287.1,0.2530089045,1.3623156178,0.0001201317,0.00019024
KRBOX1,-0.2826779996,-0.151003111,0.0826579834,0.0994298585
AC026348.1,0.5338653669,-2.4029387531,0.0034274266,0.0047710848
AC010655.2,-0.3775833619,-1.6349191873,0.0001669943,0.0002615676
RPS27P21,0.1479138741,-3.0930266328,0.2188956042,0.2490001706
PCDHGC5,0.3633756875,-1.1643514107,0.0109137664,0.0144894167
ARHGEF25,-0.6573365599,3.9062978585,3.47097468438472E-22,1.54186023207834E-21
AC079944.1,-0.0628139718,-2.9027164802,0.5096861879,0.5453017482
UBA52P8,0.8027584464,-1.9762283505,9.83777945646027E-09,2.07858313453511E-08
AC026877.1,0.364690094,-0.2249919956,0.00000144,2.62561008951106E-06
RN7SL23P,0.2157388653,-3.2313711125,0.0811410352,0.0977133591
TMEM189,0.5501414775,5.4259063345,5.35602403473623E-12,1.39067076467671E-11
AC117409.1,0.6263744823,-0.4823325745,3.54538051317105E-20,1.42202865559311E-19
RDH14,0.374499889,4.3605851999,7.72500251832732E-16,2.48492615668342E-15
AC093627.4,-0.0235438337,2.2849736115,0.822205094,0.8415496373
IGKV1-16,0.3866724489,3.5492842409,0.1091343046,0.1292734578
LINC00886,-0.3601567258,1.9432536947,0.0018399953,0.0026305305
RN7SL521P,2.5152203421,-2.1858294692,2.84146882080618E-21,1.20315883028552E-20
NDUFB2-AS1,0.9134512314,0.0352763169,8.63532075816863E-40,8.12246768195584E-39
PLCXD2,0.8000220134,-0.8454747907,9.14293004489782E-06,1.57144471950612E-05
AC132942.1,-0.3182407166,-1.1740841058,1.67298733196106E-05,2.81887617859939E-05
RPL15P2,-0.0198215539,-2.9557763996,0.862206814,0.8775952821
HIST2H2BB,-0.4705758927,-3.4016763749,0.0018365416,0.0026261462
AC021074.1,0.0081489853,-1.5635580772,0.9788320505,0.9816164189
RPL4P1,0.562397408,-2.7320693988,0.0001588659,0.0002492241
RPL23AP64,-0.527722721,-1.1361186341,9.57250099183255E-07,1.76760160481795E-06
MIF,1.6641811381,5.2912862261,4.79191586473171E-38,4.22204959636504E-37
HOXA11-AS,1.4705264734,-0.7405369423,5.37391129167663E-13,1.48026581353479E-12
AL157400.4,-0.0290369833,-2.755735634,0.8148663465,0.8346046575
AC114490.1,-0.5063067429,1.5276295374,5.53043413500674E-12,1.43499488653119E-11
TPM3P9,0.5700857288,2.5999564345,2.90971891189008E-13,8.14301335898641E-13
RPL29P24,0.2526031894,-2.9593735591,0.0136603497,0.0179428002
AC004951.3,0.3591889484,-1.6714415129,0.0016402067,0.0023559475
NSUN6,0.1127949486,3.5528964744,0.0179723407,0.0233222028
RPL5P1,-0.6319044376,-1.9562892997,2.59589649159353E-10,6.0617811751224E-10
RPL22P2,0.232814143,-2.9531773009,0.0751105255,0.0908097059
HLA-DOB,0.6472617518,2.0596412198,6.44245390268445E-05,0.0001039755
AC092040.1,-0.7858218402,-2.7407104622,6.31671573390317E-06,1.09883732978235E-05
RPL29P14,1.2002618373,-2.0370983737,5.37097644410659E-09,1.15348517841549E-08
HMGN1P8,0.7364545101,-2.8634459199,0.0002169845,0.0003370486
YAE1,0.3252991214,3.4502521703,1.25897950017536E-10,2.99450254199249E-10
ARHGAP31-AS1,0.1105146496,-1.6147632218,0.4185411012,0.4545959562
ADAMTS9-AS1,-2.6857258064,0.2627970197,1.49030434052737E-90,5.13398497816699E-89
LINC00877,-0.2242909695,-2.0734886684,0.0547297595,0.067326508
AP001992.1,0.7134817581,0.1705432249,1.31803185148699E-08,2.75968319633366E-08
TDGF1,-1.1730064206,-1.8089053832,1.29539025283851E-12,3.49028921127089E-12
RN7SL809P,0.3251729548,-2.7630579934,0.0278586276,0.0354099501
AC063944.2,-1.3972757364,-2.3653195388,8.1624859614426E-30,5.17344954259446E-29
KRTAP5-8,1.1381590354,-3.1595164329,3.73826336762972E-09,8.11311939380208E-09
IGKV1D-16,-0.1014317189,0.5556737981,0.6379394966,0.6698451079
AL136126.1,0.5800837156,-2.4310146433,5.85269982855446E-06,1.02053821650783E-05
CRCP,0.5797451537,5.722163237,4.6367504775865E-39,4.24516790774243E-38
AC093620.1,1.1303860093,-1.1350822418,9.08453379841695E-15,2.76095784249694E-14
ENPP7P4,0.3157319093,-1.8654437831,0.0457109218,0.0567202397
AC106712.1,3.1612512762,-1.3789774903,3.31514617767594E-13,9.24711859218978E-13
LINC02614,0.5312097902,1.6395667405,1.06974058942821E-05,1.829470046029E-05
IGKV2-24,0.0186118074,2.819341315,0.9700939238,0.9743292014
WWTR1-AS1,-0.0894090797,-1.4921408598,0.3568871248,0.3925628222
SUCLG2-AS1,-0.679024211,-0.1437271731,3.70574046694508E-15,1.14966892246504E-14
CDRT1,0.4687475086,-2.372639453,0.0015191772,0.0021888214
RPL36A,0.1594483435,6.3316434214,0.0459496929,0.0570008849
IGKV3-11,0.7653402128,6.5696029208,0.0009754233,0.001430052
AC007688.1,-0.7692905071,-1.6158358245,3.57226584837208E-14,1.04914777366557E-13
AC069528.1,0.7056548091,-3.5564909055,0.0003077514,0.0004718832
SYNPR-AS1,2.0608030983,-1.443131832,9.692845653258E-16,3.10541706719393E-15
PDXP,1.1064355154,-0.685400265,1.72579186401404E-20,7.01532583715562E-20
SLC25A24P1,4.3560626995,2.1044278652,3.76528240406485E-23,1.75021157775247E-22
RPL36AP43,0.1926647735,-1.2703488275,0.1254235865,0.1474555513
RPP21,0.9409730346,2.7120045929,7.99426639867094E-28,4.63009079706254E-27
CD302,-1.6154667597,3.3778206009,3.58496432659543E-89,1.20891231813366E-87
EGFL8,-0.3756379491,0.4301710876,0.0001728853,0.000270358
AC104619.1,0.299651888,-2.1936935635,0.0168664398,0.0219458551
KRT8P13,0.1528329153,-2.876525692,0.291949982,0.3256872776
MCRIP2P1,1.1243738682,-2.1839665323,2.08751783295203E-06,0.000003763
EEF1A1P25,0.1174534163,-1.8308312836,0.3330385154,0.3684051972
RPL37P6,-0.0277448628,-0.9343319918,0.8179068175,0.8373712415
AC092903.1,0.9210459509,-3.763063375,0.0224243819,0.0287939204
RPL39P38,-0.0036402147,-3.1550385155,1,1
ATP5MF,0.8609093993,6.4424044955,5.41643720202895E-31,3.63317529741235E-30
PTPRG-AS1,0.7282979924,1.1987571181,1.26236443963606E-10,3.00229061489053E-10
AL160408.4,2.7356431079,-2.2187637739,1.24640169365727E-13,3.55744089748926E-13
HSPA8P9,0.7596054503,-3.0198459836,6.2662252383281E-09,1.34044878108475E-08
ARHGAP8,0.5519030573,2.2050177863,0.00000024,4.62188788768622E-07
AC244197.3,-0.2029683237,0.2772636881,0.0776502002,0.0936841038
AL355032.1,-0.3986379265,-2.5133655051,8.10665622159988E-05,0.0001300073
PSMC1P1,0.0939394032,-0.9348834093,0.2724042017,0.3052123353
RPS15AP24,-0.0864980517,-3.0151781193,0.4329729771,0.4692197068
AC098820.3,-0.0903498593,-2.3644781576,0.444781127,0.4809603439
CA15P1,0.4315514328,-3.5051841472,0.0167966325,0.021859216
RN7SL767P,1.6137114979,-2.1985222095,9.68813527780844E-11,2.32142395843753E-10
AGGF1P3,-0.3633700349,-3.5528980856,0.1199887264,0.1414089592
ACTG1P20,0.1623788246,-1.2204372336,0.2515099379,0.2834446956
GUSBP2,0.3453673314,-0.0013727821,0.0006081525,0.0009081806
ARPC4,0.6857210624,6.9403859789,1.43247962410969E-32,1.02683105033224E-31
AC018475.1,0.0965889001,-1.8754757566,0.4585279626,0.4945841806
ZBTB20-AS1,1.6053721009,-2.3828289549,8.75269168129132E-10,0.000000002
CORT,0.0148648437,-2.078500319,0.878410076,0.8921809377
IGKV2D-24,0.110073656,-0.8823256866,0.7203814739,0.7471050808
AC114728.1,-0.2514444064,-2.5126860237,0.0209481619,0.0269967149
RARRES2P1,-1.1229906691,-3.4894155444,9.63460435518039E-09,2.03628908304054E-08
UBQLN4P1,0.7430828848,-1.7802716027,3.58317905458379E-11,8.84183061682862E-11
AC069499.1,0.8523701245,-1.5602410823,9.01221058714831E-11,2.16423804492859E-10
RPS23P6,0.2560827915,-3.2845570483,0.1978509894,0.2265708905
INMT,-2.4909525223,2.4914711432,1.01483425654858E-119,6.06799355248188E-118
TRBV11-2,1.0315084544,-2.1959703129,2.28329643269134E-07,4.40465924970431E-07
AL031733.2,-0.1698184544,-2.7119589645,0.3154076557,0.3500288713
AC018450.1,-1.3466359434,-3.4764313532,1.3164427629289E-20,5.37952058444497E-20
ADAMTS9-AS2,-3.1116037547,0.0392695478,7.92529434031648E-173,1.05460804001094E-170
ARPC1A,0.4239465627,7.0026764497,1.95691588454175E-15,6.16770447019277E-15
TMEFF1,1.8152145847,-2.9692090987,3.74818479020926E-13,1.04239549549248E-12
VWFP1,-1.2270648854,-0.4636311228,6.57146948981778E-22,2.88003084873415E-21
AL158847.1,-1.3453536278,-1.4853995764,5.21596603924956E-10,1.19689445563372E-09
RPL7AP30,-0.1481207689,-0.6888006794,0.0641905721,0.0782661368
AC104212.2,0.0058300277,-2.9308443984,0.9972747427,0.9980100333
RPSAP52,1.6183073021,-2.2010273342,9.68093550004589E-15,2.93564203624046E-14
IGKV1-9,-0.0452773898,3.9140211086,0.8039292709,0.8245225928
AC002467.1,0.3058842993,0.6672761093,3.54431913308971E-05,0.000058354
LINC00893,-0.4387587978,1.2353371781,5.32117163045261E-05,8.64443597129064E-05
AC104411.1,0.4636848927,-3.2174346266,0.0004529939,0.000683811
AP002812.1,0.1379802903,-2.4104014655,0.3451944625,0.380857113
SPRR2A,1.7267143007,-0.2298526206,0.0672722405,0.081850757
RPL21P54,0.0127119437,-3.2976559732,0.9406618753,0.9485589623
ATP5PO,0.107316975,6.2374145988,0.0812002767,0.0977716882
PLEKHO2,-0.3436471406,5.4439164776,0.000000224,4.32352446867191E-07
C8orf58,-0.2462512681,2.9718644389,1.92977660508054E-05,3.23848390958929E-05
AL627309.5,-0.2752004213,-1.6849728127,0.0122272388,0.0161361509
PISD,-0.1615165923,5.6073820965,0.0536357761,0.066040585
AC112496.1,0.629573801,-2.8650595958,1.83138581827054E-05,3.07831575373201E-05
AC079944.2,-0.2095845405,-2.2341088929,0.0067407355,0.0091446279
RPL14P3,0.1574965323,-2.428710717,0.0694852568,0.0843958291
HOGA1,-1.7847049742,-0.0188068001,7.90884018770186E-37,6.67164001663626E-36
PWP2,0.9646143655,1.1588914161,1.52076295026915E-06,2.76748884145649E-06
AC079447.1,0.160094031,-1.1890977116,0.0109067064,0.0144807518
PI4KA,0.3195907875,6.6593320974,3.40523124693787E-07,6.48918269072484E-07
ELOCP19,-0.5743820107,-1.3355264627,1.21644685680223E-10,2.89485985576869E-10
AKAP2,-1.2106251549,-0.4854275477,8.86454339126462E-25,4.46036876551009E-24
RN7SL566P,-0.1069434157,-2.9840151727,0.4868321356,0.5229736903
RPL7AP2,0.4015248555,-3.2014444117,0.0121895641,0.0160903431
PRR34-AS1,0.0630309835,1.7875789936,0.5393696775,0.5746136048
HYPK,-0.1789725991,0.9188587762,0.0150465927,0.0196779306
AC093583.1,1.720293878,-2.9590585989,1.91945524169338E-14,5.71896959620333E-14
RPS3AP49,-0.2626101363,-2.407056807,0.0121818419,0.0160809318
RPL7AP6,-0.2707515646,1.032816461,0.0005105733,0.0007673582
IGKV1-33,0.4562585326,-1.0272042767,0.1756369641,0.2026054219
AC084864.1,2.1581754275,-2.3855005751,7.08892936594335E-47,8.46617142841611E-46
SLC5A4-AS1,0.8202191219,-2.7500767795,0.0001887037,0.0002943656
RPS20P33,0.6586400617,-1.7727023692,9.55736323627003E-13,2.59418240587728E-12
MUC20-OT1,-0.1711575495,4.0979445383,0.0334722197,0.0421758669
FOXP1-IT1,2.2791343668,-1.5231134958,3.77678881801056E-13,1.05013529912644E-12
RPL9P32,0.4199398453,-2.3534864045,0.0142368727,0.0186657399
AMACR,0.7994459121,2.3850619046,2.31405434564069E-23,1.08849972737415E-22
MTFP1,1.3453942688,1.7279213276,1.17679218935836E-38,1.06165506056238E-37
SNHG3,1.0291271663,4.491421865,2.07660547203572E-22,9.32994573715352E-22
AC093904.2,2.4791472851,-1.5852265529,1.46849893129295E-15,4.66026092925864E-15
SERBP1P3,-0.4668451162,-3.4953088965,0.0039902508,0.0055245243
LINC02657,2.508185021,-1.961830215,1.89799302556489E-41,1.90613831564871E-40
AC004884.2,1.5343265293,-2.4889112613,5.10673863892199E-14,1.48646286824122E-13
ARHGDIG,-0.7341535164,-0.1793971237,0.0002435995,0.0003767735
CRYZL2P,-0.5919739085,4.3646284961,3.3011056811166E-12,8.68247406448902E-12
AC008897.1,-0.5680810079,-2.3561528967,0.00000003,6.12150785444512E-08
RPL5P29,-0.7655103785,-2.742129377,1.09819970390342E-17,3.89441269264039E-17
TCP10L,0.6132794242,-0.1183495409,4.58982897432265E-10,1.05634164762156E-09
NECTIN3-AS1,-1.1970853691,-3.0154212871,1.60368932593918E-10,3.79147800400148E-10
ARFGAP3,0.0543851379,5.83719931,0.4244565175,0.4605418532
BGLAP,1.3435182287,-0.1437205562,1.90232391508525E-12,5.07124472148721E-12
LINC00996,-0.2346549086,-0.7591021325,0.1157560243,0.1366757878
C22orf39,-0.6653471885,4.5818704483,2.09368179944301E-38,1.86896041195922E-37
AC092597.1,-0.5639383508,-2.2771992479,8.36174158413531E-10,1.89519777108572E-09
PEG10,0.9726629954,7.8091941311,5.55329020431675E-05,9.00589138457389E-05
SKINT1L,-0.3573704874,-2.403494091,0.032912878,0.0415038317
RPL5P3,-0.7214967118,-2.785317659,5.45075036521435E-14,1.58371047216214E-13
AC108488.1,-0.3371207036,0.3657768991,2.03726542862434E-07,3.9434973848714E-07
AC022400.3,-0.537944005,-3.2257332365,1.42238447011803E-08,2.97061461962026E-08
STAG3L5P,0.1914965826,2.6179011386,0.0678578971,0.0825300392
AC073861.1,-0.0157402394,2.2428238747,0.8447465574,0.8616973564
INHCAP,-0.7981431197,-1.9369089588,4.68970231745288E-17,1.60477321454148E-16
BMS1P4,0.0491126312,-0.956379108,0.5878656872,0.6213527214
FAM91A3P,0.724691234,-3.1811573915,1.21938158620062E-07,2.39379031956914E-07
IGKV1-39,0.8876245691,0.1453494694,0.0066866859,0.0090740239
EIF6,0.9170692072,6.8704725365,1.8847583708762E-34,1.46349115377017E-33
AL590705.3,0.1059532879,-1.1549080934,0.3280702418,0.3632349615
AC096536.2,1.6892636905,-1.6857954032,5.63205670216907E-44,6.16980674887334E-43
PCDHGC4,0.3288776136,-1.5562579234,0.0529953433,0.0652934956
RPL7AP11,-0.1640348384,-1.6476160926,0.0571419193,0.0701254314
RBBP4P2,0.1921085622,-2.0865592625,0.0348419896,0.0438184225
AC093627.5,-0.1618539289,-0.7992871086,0.0372083107,0.0466538939
AC091429.1,-0.2791264516,-2.3167276004,0.0034857347,0.0048487704
MRPL20,0.4387053866,6.0668938144,3.62192234760301E-12,9.49774961824106E-12
ARPIN,-0.1877529387,5.5731057971,0.0085520087,0.0114798653
LINC00960,-0.7001237489,0.7768739195,0.000005299,9.27094257502888E-06
IGKV2D-28,1.4502529974,-1.4271048727,0.0021141181,0.0030049334
AC108025.2,2.8779440063,-2.8029149157,1.06677341896227E-17,3.78643190783862E-17
SERPINB10,1.6386002773,-3.1316012327,6.90556891601395E-06,1.19812459282957E-05
POU5F1P6,-0.3112758575,-3.3113711497,0.0282726016,0.0359125938
AP001432.1,0.0012842924,-1.9416196334,0.9872316788,0.9888344459
RPL21P11,-0.2926110775,-2.6571203989,0.0037786144,0.0052403324
HLA-DMB,0.4515615106,5.4331700039,9.22730126163284E-06,1.58544414233993E-05
AC073288.2,1.0772282395,-3.1554019734,3.14923421758318E-11,7.80223711513306E-11
IGKV1D-43,1.387132787,-0.219988862,8.45881779864334E-05,0.0001354845
AC108010.1,-0.4969685908,0.9243995855,5.0271629809986E-06,8.81059889484073E-06
MBL1P,-0.6303682388,-1.6014442983,0.000000491,9.26167514223706E-07
RPS3AP34,-1.0361995127,-2.4766746401,4.10703129967901E-16,1.33921287280584E-15
AC093627.6,-1.9404573282,-2.7620011009,1.59754957480236E-36,1.33478241790042E-35
DECR2,0.9469154183,4.550697462,8.27510799006968E-25,4.1749609974398E-24
AC022415.1,0.7810507018,1.4147765855,4.30316764452812E-24,2.09606655084084E-23
GNG10,0.0372025105,2.931632893,0.5486850655,0.5836215191
AC092910.3,0.7427290176,0.2416653421,3.59482643550889E-21,1.51341746926681E-20
AC087385.2,0.1815131845,-3.0633084111,0.1043200242,0.1238788879
AC107464.1,1.336262615,-2.4841137716,1.28478676884735E-06,2.35034851587911E-06
CNTF,-0.5973302219,-0.9420444699,5.8526169849325E-12,1.51598416672688E-11
RPL5P12,-0.6774334559,-2.3176547994,7.74392733660802E-11,1.86759640617947E-10
CCDC169,-0.1943803558,0.1840854228,0.1987777838,0.227545826
RTL5,-0.8183082047,3.4714232942,4.46913309762649E-17,1.53122664480839E-16
LINC02005,-0.4260378486,-2.5041166451,0.1096119706,0.1297882995
AC090515.1,-0.0613092357,-3.1956791747,0.6684962849,0.6986602044
RPL23AP81,-0.1828180703,-3.2045862131,0.1621658773,0.1878773807
LINC00882,-0.5942259974,-0.4108987956,2.0864152303941E-10,4.90370803846565E-10
IGKV1D-17,0.645302424,-0.4221409363,0.0362678447,0.0455251509
ZBTB20-AS4,-0.1809930364,-2.9368409659,0.2942911533,0.3280697979
ZNF702P,0.3684715455,2.9329491019,0.0013894073,0.0020097432
AC117395.1,0.6312149301,-3.3681368555,0.0001987086,0.0003094747
GLYCTK-AS1,-0.0792391904,-3.0813160061,0.6219792177,0.654428211
AC073842.2,0.9958635281,-1.3601858535,3.44882125891452E-23,1.60641218075658E-22
AP5Z1,0.7160747583,5.082333739,6.99202276942713E-27,3.8783295892699E-26
SOX2-OT,0.8931374238,-0.6144628553,0.00000008,0.000000159
AC113398.1,0.3530513843,-2.3001444549,0.0021142794,0.0030049334
AC068756.1,1.0245136826,-3.669882842,0.0327643618,0.0413261484
ZNF709,0.2774943748,-0.5112884812,0.0002340306,0.0003626138
AC020899.1,-0.3216909136,-2.2673928553,0.0018111345,0.0025914536
AL591895.1,0.0813507023,2.8272671482,0.3646660481,0.4004540673
STRC,0.3343695102,-1.3896681131,0.0476273701,0.0589661857
IGHJ3,0.8931215347,-0.1545991866,0.0006672743,0.000993573
AADACL2-AS1,-1.0228100501,-2.4140758565,1.41181806390857E-08,2.95013572187375E-08
ERVW-1,-0.2148389606,-1.6467438078,0.2586594954,0.2909410235
AC007182.2,0.6944799312,-2.1177237043,9.24515363754449E-09,1.9559577635787E-08
RPSAP3,0.2609626435,-3.0070454097,0.0260896212,0.0332533034
AC139453.1,-0.5969215745,-2.8310596993,0.0017313673,0.0024816356
FTH1P23,0.1644649979,0.0848344467,0.0524081631,0.0646023065
AC068522.1,0.052386855,-2.7323192147,0.6517003285,0.682946924
FTH1P4,0.5554133438,-2.0586620686,5.09765870223645E-05,8.29324242663974E-05
AC005062.1,-0.6778511072,-0.5756658547,3.67334102252205E-05,6.03891422581685E-05
RPL12P35,0.0551510162,-2.7193726795,0.6071815365,0.6399996114
PTMAP8,0.8088581871,-3.2775299962,6.652304340456E-09,1.42023950944568E-08
UBA52P3,0.6739361852,-3.4780235362,0.0008402461,0.0012380222
AC012158.1,0.2182103356,-2.083067843,0.0487959003,0.0603496063
GK-AS1,0.5352510323,-2.5224416686,3.98652030342061E-05,6.54320576556356E-05
EIF4EBP3,0.1132290524,2.5517294982,0.2453885413,0.2770930675
IGKV3-7,-0.3040275107,0.0088415375,0.1332034925,0.1560883194
ABCC13,5.5572829495,1.9997401437,1.83181655346452E-28,1.08953751446862E-27
ARHGEF26-AS1,1.2789413687,1.207699183,5.66612894975321E-16,1.8365699877015E-15
AC107032.1,-0.441024575,-2.4480642197,2.12988987244216E-06,3.83764705146122E-06
LINC00870,1.647269309,-2.609768091,1.0962839928144E-17,3.88812715821004E-17
AC079203.1,0.3413714964,-3.0150601106,0.0006595368,0.0009822673
AC000120.1,-0.1982767316,-1.8798043862,0.1567381271,0.1819851667
PSG4,-0.5587216504,-0.2563050775,0.0597154967,0.0731316825
AC079760.2,-0.0486567463,-3.1383490407,0.8115939374,0.8316609047
MRPL33,0.1657751263,4.8090296092,0.0008429367,0.0012418517
AL162431.2,0.4157708899,-0.0062770654,4.03219110483434E-06,7.11365826553798E-06
MICAL3,-0.9186826924,4.3680013399,1.13211502094654E-27,6.50696471704738E-27
RPSAP36,0.3934768493,-3.0156181986,0.0052362954,0.0071703226
AC092944.1,-0.4111085452,-1.3691635492,4.25397549487317E-07,8.0607579773717E-07
AC087343.1,-0.366505014,-1.6354865791,0.0001640611,0.0002570918
AC115223.1,-0.2189345136,1.8996241683,0.0026388788,0.003715894
AC006252.1,0.4317508223,-1.8865017804,1.61121733708726E-05,2.71834094671043E-05
AC007686.1,-0.6317848468,-3.441339629,0.0002161678,0.0003358377
AC011005.4,-0.2800584882,-2.7041209959,0.0634538582,0.0774235183
PCDHAC2,0.3541815903,-0.1618580914,0.0277574657,0.0352879766
IGKV2-30,0.1778085112,1.0712732639,0.481796548,0.517855439
AC073130.2,-2.1064615411,-2.1962319394,9.21492824324871E-64,1.78933077318476E-62
STON1,-1.2067706645,3.4741558829,9.99088027340747E-47,1.18536903803286E-45
IGKV2D-29,0.7899184811,2.2651324001,0.0051937154,0.0071145279
